,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,y_true
2028,0.35,0.69,0.55,1.0,0.87,0.81,0.7,0.44,0.34,0.17,0.0,0.04,0.5,0.05,1.0,0.0,2
5947,0.76,0.76,0.48,1.0,0.0,0.8,0.37,0.58,1.0,0.74,0.84,0.57,0.46,0.29,0.19,0.0,9
1829,0.51,1.0,0.24,0.86,0.06,0.67,0.0,0.47,0.27,0.33,0.69,0.31,1.0,0.2,0.97,0.0,4
3204,0.19,1.0,0.1,0.46,0.29,0.0,0.75,0.15,1.0,0.58,0.65,0.92,0.19,0.85,0.0,0.4,0
3185,0.57,0.63,1.0,0.91,0.48,1.0,0.0,0.73,0.55,0.65,0.96,0.6,0.6,0.28,0.13,0.0,9
283,0.47,1.0,0.12,0.76,0.0,0.5,0.47,0.39,1.0,0.58,0.81,0.51,0.59,0.26,0.55,0.0,4
8496,0.54,0.86,0.88,1.0,1.0,0.99,0.64,0.89,0.36,0.64,0.5,0.31,0.32,0.0,0.0,0.01,5
9396,0.0,0.9,0.22,1.0,0.39,0.59,0.37,0.11,0.31,0.0,0.21,0.32,0.6,0.35,1.0,0.39,7
7141,0.0,0.7,0.63,0.8,0.9,1.0,1.0,0.89,1.0,0.67,0.92,0.44,0.84,0.22,0.71,0.0,1
961,1.0,0.93,0.75,1.0,0.47,0.88,0.33,0.54,0.68,0.49,0.79,0.28,0.43,0.08,0.0,0.0,5
7202,0.69,0.94,0.04,1.0,0.08,0.7,0.82,0.76,0.69,0.85,1.0,0.46,0.74,0.11,0.0,0.0,9
4628,0.0,0.52,0.28,0.69,0.58,0.84,0.89,1.0,1.0,0.95,0.83,0.65,0.68,0.33,0.64,0.0,1
9520,0.15,0.79,0.5,1.0,0.74,0.78,0.39,0.52,0.82,0.42,1.0,0.14,0.54,0.0,0.0,0.04,3
6684,0.42,0.76,0.27,0.3,0.55,0.0,0.9,0.3,1.0,0.77,0.65,1.0,0.25,0.79,0.0,0.4,0
1433,0.0,0.75,0.34,1.0,0.65,0.66,0.57,0.1,0.29,0.0,0.13,0.41,0.57,0.51,1.0,0.62,7
9005,0.22,1.0,0.65,0.96,0.82,0.55,0.65,0.14,0.38,0.0,0.0,0.29,0.48,0.33,1.0,0.33,7
4683,0.23,0.88,0.0,0.47,0.2,0.07,0.66,0.0,1.0,0.29,0.91,0.76,0.52,1.0,0.12,0.78,0
8076,0.59,0.55,1.0,0.8,0.66,1.0,0.09,0.89,0.0,0.63,0.58,0.55,0.82,0.33,0.62,0.0,9
8425,0.04,0.71,0.54,0.39,0.31,0.0,0.0,0.1,0.46,0.46,1.0,0.8,0.8,1.0,0.02,0.77,8
4362,0.38,1.0,0.4,0.9,0.0,0.63,0.36,0.46,0.93,0.47,1.0,0.59,0.63,0.31,0.4,0.0,4
1234,1.0,0.93,0.74,1.0,0.3,0.74,0.0,0.44,0.02,0.1,0.57,0.0,0.96,0.23,0.44,0.33,6
1828,1.0,0.81,0.56,1.0,0.12,0.79,0.0,0.33,0.3,0.0,0.78,0.14,0.94,0.58,0.66,0.93,0
6659,0.69,0.99,0.25,1.0,0.34,0.72,0.84,0.91,0.84,0.68,1.0,0.22,0.57,0.0,0.0,0.12,9
8589,0.76,1.0,0.4,0.87,0.0,0.68,0.08,0.56,0.68,0.45,1.0,0.42,0.68,0.21,0.44,0.0,4
1299,0.46,1.0,0.55,0.65,1.0,0.9,0.42,0.91,0.75,0.65,0.82,0.53,0.63,0.13,0.0,0.0,9
57,0.35,1.0,0.08,0.73,0.0,0.39,0.58,0.24,1.0,0.44,1.0,0.67,0.79,0.34,0.71,0.0,4
9329,0.24,1.0,0.24,0.99,0.0,0.64,0.38,0.41,0.99,0.39,1.0,0.78,0.89,0.39,0.85,0.0,4
7871,0.0,0.96,0.5,1.0,0.72,0.69,0.67,0.34,0.64,0.0,0.33,0.25,0.36,0.4,1.0,0.45,7
4947,0.21,0.97,0.27,0.57,0.82,0.4,0.5,0.0,0.0,0.0,0.0,0.6,0.41,0.96,1.0,1.0,5
1981,0.0,0.85,0.43,1.0,0.92,0.96,1.0,0.59,0.84,0.21,0.58,0.0,0.38,0.29,0.87,0.34,7
6155,0.77,0.83,1.0,1.0,0.61,0.93,0.87,0.83,0.93,0.52,0.83,0.12,0.4,0.0,0.0,0.18,9
8338,0.17,0.83,0.62,0.73,1.0,0.99,0.14,1.0,0.47,0.79,0.98,0.56,0.56,0.26,0.0,0.0,9
4636,0.02,0.78,0.35,1.0,0.56,0.78,0.35,0.4,0.0,0.11,0.05,0.04,0.53,0.02,1.0,0.0,2
5975,0.16,0.89,0.5,1.0,0.71,0.67,0.45,0.35,0.0,0.19,0.1,0.3,0.57,0.19,1.0,0.0,2
9419,0.27,0.88,0.02,0.49,0.13,0.01,0.7,0.0,1.0,0.43,0.93,0.91,0.35,1.0,0.0,0.63,0
8899,0.26,0.64,0.22,0.3,0.55,0.0,0.97,0.23,1.0,0.64,0.74,1.0,0.23,0.91,0.0,0.54,0
6866,0.19,0.73,0.12,0.61,0.77,0.36,0.57,0.0,0.09,0.19,0.0,0.59,0.12,0.94,1.0,1.0,5
4941,1.0,1.0,0.65,0.94,0.34,0.83,0.27,0.5,0.67,0.4,0.76,0.12,0.4,0.0,0.0,0.07,5
242,0.0,0.67,0.53,0.82,1.0,1.0,0.86,0.84,0.75,0.63,0.67,0.42,0.63,0.21,0.55,0.0,1
6397,0.26,1.0,0.12,0.55,0.19,0.11,0.67,0.0,1.0,0.36,0.79,0.75,0.26,0.79,0.0,0.39,0
2030,0.0,0.58,0.26,0.62,0.63,0.85,1.0,1.0,0.76,0.75,0.51,0.51,0.32,0.25,0.2,0.0,1
2872,0.0,0.75,0.15,0.53,0.77,0.22,0.33,0.0,0.2,0.34,0.72,0.67,1.0,1.0,0.05,0.89,8
9040,0.06,1.0,0.32,0.98,0.66,0.71,0.62,0.34,0.41,0.0,0.0,0.27,0.39,0.41,1.0,0.46,7
6279,0.6,0.95,0.84,0.73,0.85,1.0,0.36,0.87,0.99,0.76,1.0,0.39,0.64,0.09,0.0,0.0,9
2371,0.44,1.0,0.15,0.65,0.0,0.2,0.35,0.0,0.78,0.25,1.0,0.65,0.65,0.95,0.21,0.75,0
2486,0.34,0.82,0.0,0.4,0.3,0.0,0.83,0.1,1.0,0.6,0.65,1.0,0.15,0.8,0.07,0.28,0
1084,0.0,0.94,0.45,1.0,1.0,0.93,0.85,0.47,0.73,0.0,0.44,0.03,0.29,0.31,0.92,0.35,7
4728,0.22,0.55,0.1,0.6,0.0,0.18,0.46,0.0,0.89,0.28,1.0,0.7,0.68,1.0,0.29,0.69,0
2518,0.0,0.3,0.46,0.6,0.59,1.0,0.21,0.81,0.67,0.5,1.0,0.16,0.38,0.0,0.07,0.28,8
550,0.15,0.78,0.02,0.43,0.2,0.05,0.69,0.0,1.0,0.34,0.92,0.73,0.53,0.99,0.0,1.0,0
2779,0.55,0.93,1.0,1.0,0.73,1.0,0.34,0.78,0.44,0.56,0.77,0.36,0.45,0.09,0.0,0.0,5
9650,0.99,0.81,0.62,1.0,0.27,0.81,0.68,0.59,1.0,0.63,0.91,0.21,0.5,0.0,0.0,0.07,9
4177,0.0,0.52,0.39,0.67,0.8,0.88,1.0,1.0,0.82,0.76,0.69,0.51,0.59,0.25,0.51,0.0,1
5677,0.0,0.94,0.52,1.0,1.0,0.96,0.93,0.52,0.85,0.08,0.62,0.0,0.36,0.24,0.91,0.3,7
2468,0.78,0.72,0.6,1.0,0.0,0.72,0.56,0.37,1.0,0.0,0.31,0.03,0.57,0.43,0.95,0.83,8
970,1.0,0.94,0.04,1.0,0.02,0.57,0.87,0.19,0.0,0.0,0.07,0.44,0.78,0.87,0.07,0.91,8
7095,0.15,0.85,0.09,0.47,0.7,0.44,0.54,0.0,0.09,0.12,0.0,0.68,0.37,0.97,1.0,1.0,5
7063,0.0,0.97,0.43,0.96,0.87,1.0,1.0,0.93,0.7,0.73,0.42,0.51,0.19,0.26,0.17,0.0,7
4503,1.0,1.0,0.96,0.99,0.84,0.82,0.69,0.65,0.51,0.49,0.35,0.32,0.18,0.15,0.0,0.0,1
9719,0.56,0.83,0.78,0.5,1.0,0.11,0.19,0.0,0.25,0.37,0.8,0.71,0.83,1.0,0.0,0.84,8
6888,0.81,0.79,0.38,0.57,0.13,0.88,0.61,1.0,0.84,0.65,1.0,0.28,0.75,0.0,0.0,0.05,9
7177,0.0,0.91,0.35,1.0,1.0,0.97,0.81,0.63,0.44,0.32,0.08,0.0,0.09,0.14,0.49,0.29,7
4555,0.15,0.76,0.23,1.0,0.81,0.95,0.78,0.62,0.43,0.35,0.0,0.1,0.38,0.0,1.0,0.03,2
4223,0.11,0.84,0.0,0.66,0.58,0.67,0.99,0.41,0.41,0.0,0.06,0.33,0.08,0.84,1.0,1.0,5
3806,0.48,1.0,0.15,0.83,0.0,0.39,0.23,0.01,0.71,0.0,1.0,0.34,0.86,0.77,0.44,0.98,0
2691,0.8,0.81,0.42,0.77,0.1,0.46,0.0,0.02,0.42,0.0,0.82,0.19,1.0,0.6,0.77,1.0,0
2433,0.0,0.77,0.26,1.0,0.49,0.87,0.39,0.54,0.15,0.26,0.24,0.11,0.62,0.04,1.0,0.0,2
4267,0.07,0.94,0.57,1.0,0.56,0.62,0.41,0.25,0.3,0.0,0.0,0.33,0.41,0.39,1.0,0.38,7
2156,0.96,0.75,0.82,1.0,0.55,0.79,0.96,0.86,1.0,0.56,0.89,0.18,0.48,0.0,0.0,0.02,9
2882,0.0,0.99,0.54,1.0,0.78,0.72,0.73,0.39,0.71,0.06,0.48,0.0,0.45,0.14,1.0,0.16,7
9617,0.0,0.52,0.2,0.83,0.56,1.0,0.79,0.84,0.58,0.52,0.36,0.2,0.59,0.01,1.0,0.0,2
1910,0.25,0.86,0.0,0.69,0.19,0.98,0.69,0.96,1.0,1.0,0.81,0.66,0.67,0.32,0.54,0.0,7
9356,0.49,1.0,0.0,0.3,0.39,0.0,1.0,0.59,0.49,0.79,0.19,0.44,0.85,0.8,0.23,0.21,0
4063,0.41,0.93,0.88,1.0,0.86,0.75,0.47,0.53,0.0,0.38,0.05,0.25,0.5,0.1,1.0,0.0,2
669,0.0,0.94,0.43,1.0,0.62,0.92,0.49,0.47,0.48,0.0,0.25,0.17,0.53,0.33,1.0,0.38,7
3229,0.02,1.0,0.0,0.55,0.15,0.16,0.53,0.0,0.89,0.18,1.0,0.59,0.74,0.91,0.36,0.79,0
7274,0.73,0.94,0.26,0.99,0.0,0.57,0.16,0.07,0.64,0.0,1.0,0.36,0.94,0.87,0.48,1.0,0
414,0.0,0.79,0.31,1.0,0.64,0.88,0.49,0.58,0.24,0.3,0.1,0.01,0.56,0.0,1.0,0.1,2
8367,0.0,0.99,0.59,1.0,0.72,0.82,0.47,0.42,0.49,0.0,0.06,0.3,0.35,0.39,1.0,0.45,7
3918,0.34,0.74,0.75,1.0,1.0,0.69,0.76,0.27,0.34,0.0,0.0,0.1,0.49,0.15,1.0,0.05,2
8157,0.93,0.77,0.51,1.0,0.03,0.77,0.0,0.32,0.39,0.0,0.9,0.2,1.0,0.63,0.54,0.84,0
5699,0.27,0.96,0.0,0.59,0.01,0.1,0.38,0.0,0.75,0.2,1.0,0.59,0.75,0.97,0.36,1.0,0
1340,0.48,0.68,0.59,0.95,1.0,1.0,0.78,0.62,0.43,0.31,0.0,0.09,0.4,0.11,0.88,0.0,2
7991,0.26,0.88,0.09,0.63,0.0,0.2,0.36,0.0,0.8,0.18,1.0,0.57,0.76,0.94,0.31,1.0,0
4978,0.12,0.73,0.0,0.3,0.33,0.0,0.77,0.06,1.0,0.44,0.78,0.85,0.37,1.0,0.12,0.67,0
9400,0.63,0.91,0.66,1.0,1.0,0.87,0.65,0.6,0.28,0.35,0.0,0.07,0.47,0.0,0.88,0.0,2
2336,0.0,0.79,0.32,1.0,0.54,0.77,0.42,0.43,0.19,0.14,0.15,0.0,0.56,0.1,1.0,0.11,2
7623,0.46,1.0,0.28,0.86,0.06,0.42,0.23,0.0,0.82,0.13,1.0,0.56,0.62,0.92,0.0,0.88,0
6144,0.16,0.76,0.02,0.44,0.16,0.0,0.84,0.12,1.0,0.57,0.75,1.0,0.09,0.88,0.0,0.44,0
7337,0.47,1.0,0.0,0.75,0.05,0.29,0.5,0.0,1.0,0.18,1.0,0.63,0.59,0.96,0.04,0.88,0
6030,0.26,0.99,0.0,0.61,0.06,0.16,0.53,0.0,0.95,0.28,1.0,0.73,0.58,1.0,0.06,0.9,0
3929,0.32,1.0,0.09,0.63,0.0,0.21,0.3,0.0,0.7,0.14,1.0,0.43,0.87,0.79,0.47,0.9,0
8225,0.56,0.99,0.18,0.67,0.0,0.27,0.33,0.0,0.84,0.22,1.0,0.61,0.82,0.99,0.32,1.0,0
4860,0.04,0.67,0.0,0.35,0.17,0.0,0.61,0.12,0.93,0.43,1.0,0.83,0.61,1.0,0.21,0.83,0
4109,0.14,0.73,0.0,0.27,0.38,0.0,0.84,0.1,1.0,0.55,0.75,0.96,0.31,1.0,0.09,0.6,0
419,0.44,1.0,0.14,0.65,0.0,0.25,0.29,0.0,0.72,0.17,1.0,0.51,0.87,0.89,0.42,0.86,0
3539,0.82,0.8,0.47,1.0,0.05,0.75,0.0,0.32,0.34,0.0,0.85,0.14,1.0,0.55,0.85,0.97,0
