,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,y_true
570,0.12,0.63,0.37,1.0,0.61,0.76,0.37,0.36,0.05,0.01,0.0,0.01,0.49,0.03,1.0,0.0,2
571,0.63,1.0,0.45,0.97,0.0,0.78,0.0,0.61,0.49,0.44,1.0,0.47,0.63,0.24,0.37,0.0,4
572,0.07,0.94,0.0,1.0,0.57,1.0,1.0,0.98,0.58,0.79,0.33,0.52,0.19,0.25,0.22,0.0,7
573,0.96,1.0,0.14,0.91,0.42,0.75,0.45,0.96,0.0,0.67,1.0,0.82,0.54,0.43,0.18,0.0,9
575,0.11,0.65,0.07,0.91,0.53,1.0,1.0,0.98,0.72,0.75,0.44,0.5,0.19,0.25,0.0,0.0,7
578,0.1,0.6,0.31,1.0,0.61,0.82,0.37,0.36,0.02,0.0,0.0,0.0,0.5,0.02,1.0,0.03,2
579,0.21,0.98,0.0,1.0,0.54,1.0,1.0,1.0,0.6,0.81,0.32,0.57,0.21,0.29,0.19,0.0,7
580,0.8,0.89,0.54,1.0,0.4,0.68,0.81,0.78,1.0,0.46,0.92,0.1,0.46,0.0,0.0,0.06,9
582,0.17,0.73,0.41,1.0,0.55,0.73,0.32,0.39,0.0,0.12,0.13,0.04,0.58,0.0,1.0,0.08,2
584,0.04,0.62,0.25,0.76,0.76,0.97,1.0,1.0,0.75,0.74,0.47,0.49,0.18,0.23,0.0,0.0,1
585,0.21,0.68,0.39,1.0,0.49,0.76,0.27,0.43,0.0,0.12,0.03,0.0,0.53,0.02,1.0,0.13,2
586,0.21,0.94,0.44,0.73,1.0,1.0,0.13,1.0,0.16,0.8,0.61,0.66,0.23,0.33,0.0,0.0,9
588,0.3,0.83,0.62,1.0,0.51,0.69,0.29,0.4,0.0,0.14,0.01,0.0,0.5,0.08,1.0,0.1,2
589,0.0,0.62,0.52,0.63,0.78,0.98,0.23,1.0,0.32,0.7,0.99,0.77,1.0,0.39,0.94,0.0,9
590,0.36,0.74,0.77,1.0,0.69,0.68,0.5,0.24,0.35,0.0,0.0,0.09,0.5,0.12,1.0,0.18,1
591,0.04,0.61,0.18,1.0,0.58,0.88,0.43,0.43,0.05,0.13,0.0,0.17,0.48,0.0,1.0,0.01,2
592,0.1,0.76,0.49,1.0,0.73,0.74,0.47,0.43,1.0,0.31,0.83,0.02,0.15,0.0,0.0,0.25,3
595,0.42,0.75,0.7,1.0,0.75,0.66,0.51,0.29,0.14,0.0,0.0,0.06,0.49,0.13,1.0,0.15,2
598,0.55,0.7,0.73,1.0,0.62,0.66,0.49,0.26,0.3,0.0,0.0,0.02,0.5,0.03,1.0,0.06,1
600,0.87,0.87,0.44,1.0,0.24,0.74,0.7,0.67,1.0,0.57,0.89,0.12,0.46,0.0,0.0,0.11,9
602,0.51,0.63,0.59,1.0,0.79,0.7,0.56,0.31,0.2,0.0,0.0,0.06,0.47,0.24,1.0,0.19,2
604,0.36,0.87,0.81,1.0,0.8,0.74,0.61,0.31,0.44,0.0,0.0,0.1,0.5,0.11,1.0,0.15,1
605,0.06,1.0,0.0,0.93,0.0,0.67,0.18,0.43,0.65,0.46,0.92,0.5,0.83,0.24,1.0,0.0,4
606,0.79,0.9,0.61,1.0,0.26,0.73,0.44,0.6,0.97,0.5,1.0,0.17,0.51,0.0,0.0,0.08,5
607,0.99,0.74,1.0,1.0,0.45,0.9,0.44,0.65,1.0,0.66,0.92,0.35,0.57,0.08,0.0,0.0,9
608,1.0,1.0,0.0,0.87,0.0,0.73,0.17,0.58,0.33,0.44,0.33,0.29,0.5,0.15,0.67,0.0,1
609,0.16,1.0,0.0,0.83,0.0,0.65,0.18,0.5,0.5,0.41,0.82,0.34,0.99,0.18,1.0,0.0,4
612,0.78,0.75,0.51,1.0,0.08,0.75,0.47,0.58,0.85,0.6,1.0,0.2,0.64,0.0,0.0,0.01,9
613,0.34,0.79,0.69,1.0,0.6,0.75,0.41,0.26,0.13,0.0,0.0,0.08,0.5,0.07,1.0,0.05,1
614,0.25,0.86,0.0,0.69,0.19,0.98,0.69,0.96,1.0,1.0,0.81,0.66,0.67,0.32,0.54,0.0,7
616,0.2,0.87,1.0,1.0,0.8,0.83,0.4,0.66,0.2,0.49,0.0,0.33,0.0,0.15,1.0,0.0,1
617,0.54,0.78,0.77,1.0,0.64,0.6,0.36,0.27,0.0,0.02,0.12,0.04,0.56,0.02,1.0,0.0,2
621,0.38,0.67,0.5,1.0,0.73,0.67,0.41,0.26,0.0,0.02,0.09,0.12,0.54,0.01,1.0,0.0,2
622,0.0,0.56,0.07,0.86,0.34,1.0,0.84,0.96,1.0,0.83,0.74,0.57,0.5,0.29,0.38,0.0,7
623,0.42,0.68,0.0,0.73,0.01,0.95,0.44,1.0,0.82,0.87,1.0,0.59,0.91,0.29,0.74,0.0,9
624,0.2,0.66,0.34,1.0,0.41,0.74,0.29,0.32,0.0,0.0,0.08,0.0,0.54,0.04,1.0,0.11,1
627,0.76,1.0,1.0,0.94,0.88,0.77,0.76,0.61,0.6,0.46,0.4,0.3,0.2,0.14,0.0,0.0,1
628,0.0,0.54,0.0,0.72,0.42,0.9,0.91,1.0,1.0,0.76,0.74,0.51,0.48,0.26,0.26,0.0,1
631,0.19,0.55,0.62,0.76,1.0,1.0,1.0,0.98,0.75,0.73,0.62,0.49,0.38,0.24,0.0,0.0,1
632,0.0,1.0,0.82,0.95,1.0,0.79,1.0,0.64,0.91,0.48,0.82,0.32,0.55,0.15,0.55,0.0,1
635,0.0,0.98,0.7,1.0,0.97,0.84,0.87,0.65,0.83,0.46,1.0,0.27,0.97,0.09,0.3,0.0,3
637,0.08,0.73,0.22,1.0,0.34,0.65,0.26,0.29,0.0,0.02,0.16,0.0,0.58,0.03,1.0,0.06,2
638,0.58,0.54,0.98,0.85,0.96,1.0,0.79,0.64,0.52,0.27,0.0,0.0,0.1,0.03,1.0,0.05,1
640,0.18,0.72,0.25,1.0,0.24,0.7,0.22,0.34,0.17,0.0,0.0,0.02,0.51,0.02,1.0,0.02,1
641,0.14,0.67,0.29,1.0,0.54,0.72,0.35,0.32,0.0,0.04,0.17,0.1,0.59,0.0,1.0,0.03,2
643,0.16,0.65,0.27,1.0,0.5,0.7,0.33,0.33,0.0,0.03,0.01,0.0,0.5,0.05,1.0,0.04,2
644,0.34,0.29,0.0,0.51,0.37,0.76,0.92,1.0,1.0,0.8,0.84,0.53,0.74,0.26,0.74,0.0,1
646,1.0,1.0,0.42,0.89,0.26,0.74,0.11,0.59,0.05,0.45,0.0,0.29,0.0,0.14,0.21,0.0,1
648,0.0,0.62,0.21,1.0,0.27,0.8,0.26,0.35,0.04,0.04,0.12,0.0,0.55,0.02,1.0,0.05,1
650,0.0,0.62,0.48,0.8,0.89,1.0,0.96,0.78,1.0,0.55,0.96,0.33,0.96,0.1,0.85,0.0,1
651,0.01,0.66,0.08,1.0,0.29,0.77,0.22,0.35,0.0,0.02,0.31,0.0,0.65,0.04,1.0,0.1,2
652,0.58,0.74,1.0,1.0,0.94,0.75,0.85,0.35,0.59,0.02,0.0,0.0,0.29,0.02,0.88,0.03,1
655,0.0,0.74,0.16,1.0,0.35,0.79,0.2,0.48,0.01,0.18,0.19,0.0,0.6,0.02,1.0,0.11,2
656,0.27,1.0,0.92,0.91,1.0,0.61,0.88,0.3,0.71,0.0,0.0,0.1,0.08,0.32,0.96,0.4,7
658,0.52,0.92,0.91,1.0,1.0,0.74,0.77,0.48,0.41,0.27,0.0,0.09,0.35,0.01,0.89,0.0,2
659,0.53,0.81,0.86,1.0,0.98,0.69,0.83,0.37,0.52,0.09,0.0,0.03,0.47,0.0,1.0,0.02,2
