a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,y_true
0.12,0.57,0.5,0.84,0.83,1.0,0.66,0.58,0.49,0.16,0.0,0.05,0.39,0.05,1.0,0.0,1
0.24,0.74,0.46,1.0,0.67,0.72,0.61,0.38,0.34,0.08,0.0,0.0,0.47,0.07,1.0,0.05,2
0.49,0.78,0.69,1.0,1.0,0.95,0.76,0.72,0.61,0.46,0.59,0.18,0.33,0.0,0.0,0.12,3
0.12,0.91,0.79,1.0,0.45,0.95,0.29,0.63,0.88,0.68,1.0,0.24,0.52,0.0,0.0,0.23,5
0.0,0.98,0.66,1.0,0.64,0.66,0.32,0.34,0.02,0.0,0.47,0.2,1.0,0.47,0.28,0.5,7
0.13,0.69,0.78,1.0,1.0,0.73,0.59,0.36,0.11,0.0,0.87,0.11,0.87,0.45,0.0,0.69,8
0.43,0.97,0.8,0.79,0.22,0.66,0.35,1.0,0.86,0.75,1.0,0.23,0.48,0.0,0.0,0.24,9
0.04,0.25,0.68,0.64,0.33,0.97,0.0,0.36,0.38,0.0,1.0,0.43,0.96,1.0,0.22,0.85,0
0.44,0.74,0.53,1.0,0.5,0.73,0.46,0.42,0.44,0.1,0.0,0.0,0.35,0.05,1.0,0.07,1
0.0,0.62,0.34,0.93,0.81,1.0,0.85,0.61,0.53,0.28,0.11,0.17,0.56,0.19,1.0,0.0,2
0.85,0.9,0.35,1.0,0.15,0.77,0.32,0.53,0.91,0.52,1.0,0.22,0.56,0.0,0.0,0.07,5
0.0,0.98,0.66,1.0,0.64,0.66,0.32,0.34,0.02,0.0,0.47,0.2,1.0,0.47,0.28,0.5,7
0.13,0.69,0.78,1.0,1.0,0.73,0.59,0.36,0.11,0.0,0.87,0.11,0.87,0.45,0.0,0.69,8
0.43,0.97,0.8,0.79,0.22,0.66,0.35,1.0,0.86,0.75,1.0,0.23,0.48,0.0,0.0,0.24,9
0.06,0.66,0.32,0.98,0.55,1.0,0.44,0.62,0.3,0.26,0.0,0.0,0.5,0.05,1.0,0.07,1
0.09,0.8,0.56,1.0,1.0,0.87,0.88,0.51,0.51,0.23,0.0,0.04,0.29,0.04,0.88,0.0,2
0.54,0.87,0.72,1.0,1.0,1.0,0.69,1.0,0.42,0.84,0.44,0.45,0.28,0.1,0.0,0.0,5
0.15,0.76,0.35,0.99,0.88,1.0,1.0,0.94,0.71,0.72,0.42,0.49,0.17,0.25,0.0,0.0,7
1.0,0.8,0.65,0.43,0.26,0.55,0.5,1.0,0.9,0.92,0.83,0.42,0.49,0.03,0.0,0.0,9
0.33,0.75,0.69,1.0,0.9,0.94,0.79,0.55,0.55,0.19,0.0,0.0,0.34,0.03,1.0,0.07,1
0.0,0.59,0.18,0.94,0.52,1.0,0.52,0.61,0.32,0.26,0.24,0.0,0.62,0.07,1.0,0.14,2
0.54,0.87,0.72,1.0,1.0,1.0,0.69,1.0,0.42,0.84,0.44,0.45,0.28,0.1,0.0,0.0,5
0.0,0.91,0.34,1.0,1.0,0.77,0.99,0.38,0.71,0.0,0.9,0.07,0.85,0.3,0.0,0.25,7
0.8,0.86,0.46,1.0,0.0,0.78,0.42,0.57,1.0,0.75,0.98,0.62,0.88,0.29,0.75,0.0,9
0.0,0.76,0.42,1.0,0.51,0.91,0.43,0.52,0.46,0.13,1.0,0.07,0.71,0.02,0.31,0.0,1
0.08,0.91,0.63,1.0,1.0,0.82,0.79,0.55,0.42,0.31,0.0,0.11,0.37,0.01,1.0,0.0,2
0.6,1.0,0.27,0.82,0.0,0.58,0.49,0.46,0.86,0.55,0.86,0.63,0.87,0.31,1.0,0.0,4
0.68,0.82,1.0,1.0,0.99,0.91,0.68,0.75,0.95,0.48,0.8,0.21,0.41,0.07,0.0,0.0,5
0.0,0.91,0.34,1.0,1.0,0.77,0.99,0.38,0.71,0.0,0.9,0.07,0.85,0.3,0.0,0.25,7
0.0,0.69,0.52,0.6,1.0,0.77,0.74,1.0,0.23,0.89,0.47,0.69,0.55,0.36,0.51,0.0,9
0.0,0.74,0.29,1.0,0.37,0.94,0.3,0.62,0.23,0.3,0.12,0.0,0.47,0.1,1.0,0.12,1
0.32,0.53,0.41,0.9,1.0,1.0,0.94,0.6,0.56,0.25,0.0,0.0,0.3,0.09,0.99,0.11,2
0.69,0.8,0.93,1.0,0.93,0.77,0.63,0.55,1.0,0.42,0.79,0.2,0.41,0.07,0.0,0.0,3
0.6,1.0,0.27,0.82,0.0,0.58,0.49,0.46,0.86,0.55,0.86,0.63,0.87,0.31,1.0,0.0,4
0.09,1.0,0.0,0.62,0.52,0.48,0.45,0.0,0.02,0.13,0.03,0.68,0.37,0.99,1.0,1.0,5
0.11,0.83,0.41,1.0,0.47,0.67,0.25,0.35,0.08,0.0,0.0,0.31,0.49,0.32,1.0,0.31,7
0.75,1.0,0.78,0.82,0.87,0.97,0.57,0.84,1.0,0.64,0.91,0.33,0.53,0.1,0.0,0.0,9
0.08,0.44,0.0,0.66,0.5,0.89,1.0,1.0,0.83,0.75,0.61,0.5,0.56,0.25,0.61,0.0,1
0.0,0.77,0.25,1.0,0.53,0.86,0.43,0.52,0.17,0.21,0.01,0.0,0.51,0.0,1.0,0.0,2
0.69,0.8,0.93,1.0,0.93,0.77,0.63,0.55,1.0,0.42,0.79,0.2,0.41,0.07,0.0,0.0,3
0.13,0.98,0.0,0.74,0.51,0.57,0.32,0.0,0.02,0.22,0.04,0.85,0.41,1.0,1.0,1.0,5
0.11,0.83,0.41,1.0,0.47,0.67,0.25,0.35,0.08,0.0,0.0,0.31,0.49,0.32,1.0,0.31,7
0.95,0.68,0.75,1.0,0.43,0.74,0.84,0.66,1.0,0.52,0.87,0.12,0.39,0.0,0.0,0.21,9
0.09,0.59,0.39,0.87,0.61,1.0,0.46,0.59,0.22,0.22,0.0,0.03,0.5,0.02,1.0,0.0,1
0.16,0.71,0.2,1.0,0.52,0.81,0.36,0.49,0.05,0.22,0.0,0.02,0.5,0.03,1.0,0.0,2
0.13,0.98,0.0,0.74,0.51,0.57,0.32,0.0,0.02,0.22,0.04,0.85,0.41,1.0,1.0,1.0,5
0.4,0.93,0.0,0.99,0.5,1.0,1.0,0.99,0.82,0.88,0.64,0.6,0.55,0.3,0.55,0.0,7
0.64,0.86,1.0,1.0,0.47,1.0,0.71,0.71,0.96,0.66,0.96,0.19,0.45,0.0,0.0,0.19,9
0.53,0.64,0.73,1.0,0.7,0.83,0.67,0.42,0.36,0.11,0.0,0.0,0.49,0.04,1.0,0.09,1
0.1,0.64,0.29,1.0,0.6,0.9,0.46,0.52,0.19,0.18,0.0,0.08,0.5,0.05,1.0,0.0,2
0.09,1.0,0.0,0.62,0.52,0.48,0.45,0.0,0.02,0.13,0.03,0.68,0.37,0.99,1.0,1.0,5
0.4,0.93,0.0,0.99,0.5,1.0,1.0,0.99,0.82,0.88,0.64,0.6,0.55,0.3,0.55,0.0,7
0.0,0.78,0.19,0.95,0.58,1.0,0.92,0.89,1.0,0.67,0.92,0.44,0.81,0.21,0.67,0.0,9
0.23,0.73,0.45,1.0,0.46,0.89,0.4,0.57,0.28,0.26,0.0,0.0,0.49,0.06,1.0,0.07,1
0.16,0.67,0.35,1.0,0.5,0.7,0.36,0.34,0.15,0.0,0.0,0.21,0.48,0.2,1.0,0.09,2
0.55,0.85,1.0,1.0,0.82,0.94,0.38,0.74,0.9,0.65,0.94,0.36,0.52,0.13,0.0,0.0,5
0.49,0.93,0.89,1.0,0.94,0.65,0.68,0.28,0.5,0.0,1.0,0.24,0.6,0.37,0.0,0.43,7
1.0,0.89,0.41,1.0,0.0,0.77,0.59,0.71,0.84,0.87,0.57,0.57,0.3,0.29,0.07,0.0,9
0.15,0.67,0.44,1.0,0.51,0.91,0.44,0.44,0.29,0.0,0.0,0.01,0.5,0.04,1.0,0.02,1
0.46,0.73,0.64,1.0,1.0,0.89,0.8,0.57,0.48,0.26,0.0,0.0,0.14,0.14,0.92,0.11,2
0.0,0.73,0.04,0.69,0.22,0.95,0.93,1.0,1.0,0.83,0.82,0.45,0.67,0.08,0.76,0.0,7
0.44,0.73,0.77,1.0,1.0,0.68,0.78,0.28,0.68,0.0,1.0,0.33,0.56,0.51,0.0,0.53,8
0.68,0.66,1.0,0.98,0.57,1.0,0.27,0.68,0.73,0.72,0.78,0.37,0.45,0.05,0.0,0.0,9
0.51,0.46,0.46,0.76,0.72,1.0,0.62,0.69,0.51,0.37,0.21,0.07,0.0,0.0,1.0,0.06,1
0.16,0.67,0.35,1.0,0.5,0.7,0.36,0.34,0.15,0.0,0.0,0.21,0.48,0.2,1.0,0.09,2
0.26,0.88,0.55,1.0,0.86,0.69,0.78,0.31,0.67,0.0,1.0,0.33,0.66,0.45,0.0,0.45,7
0.68,0.66,1.0,0.98,0.57,1.0,0.27,0.68,0.73,0.72,0.78,0.37,0.45,0.05,0.0,0.0,9
0.51,0.46,0.46,0.76,0.72,1.0,0.62,0.69,0.51,0.37,0.21,0.07,0.0,0.0,1.0,0.06,1
0.1,0.58,0.26,0.99,0.67,1.0,0.59,0.57,0.29,0.22,0.0,0.0,0.5,0.07,1.0,0.0,2
0.56,0.91,1.0,1.0,0.51,0.86,0.16,0.58,0.66,0.62,0.81,0.29,0.49,0.0,0.0,0.0,5
0.26,0.88,0.55,1.0,0.86,0.69,0.78,0.31,0.67,0.0,1.0,0.33,0.66,0.45,0.0,0.45,7
0.3,1.0,0.0,0.78,0.56,0.82,0.44,0.78,0.75,0.51,1.0,0.22,0.72,0.0,0.15,0.07,9
0.0,0.62,0.3,0.9,0.7,1.0,0.57,0.61,0.48,0.22,0.07,0.0,0.36,0.02,1.0,0.03,1
0.46,0.95,0.87,1.0,0.92,0.56,0.59,0.2,0.15,0.0,0.0,0.12,0.5,0.14,1.0,0.11,2
0.34,0.99,0.14,0.98,0.68,1.0,0.84,0.68,0.7,0.43,1.0,0.11,0.53,0.0,0.0,0.08,3
0.83,0.9,1.0,1.0,0.42,0.82,0.09,0.55,0.73,0.62,0.77,0.27,0.32,0.0,0.0,0.13,5
0.0,0.73,0.04,0.69,0.22,0.95,0.93,1.0,1.0,0.83,0.82,0.45,0.67,0.08,0.76,0.0,7
0.82,1.0,0.16,0.9,0.0,0.58,0.6,0.58,0.93,0.89,1.0,0.6,0.85,0.26,0.41,0.0,9
0.53,0.64,0.73,1.0,0.7,0.83,0.67,0.42,0.36,0.11,0.0,0.0,0.49,0.04,1.0,0.09,1
0.16,0.37,0.08,0.82,0.49,1.0,0.55,0.56,0.26,0.17,0.0,0.0,0.5,0.03,1.0,0.03,2
0.32,0.92,0.75,1.0,0.79,0.63,0.56,0.28,0.29,0.0,0.0,0.33,0.42,0.46,1.0,0.48,7
0.3,1.0,0.0,0.78,0.56,0.82,0.44,0.78,0.75,0.51,1.0,0.22,0.72,0.0,0.15,0.07,9
0.83,0.31,1.0,0.71,0.67,1.0,0.24,0.87,0.0,0.46,0.08,0.0,0.51,0.0,0.82,0.36,0
0.0,0.76,0.42,1.0,0.51,0.91,0.43,0.52,0.46,0.13,1.0,0.07,0.71,0.02,0.31,0.0,1
0.67,0.75,0.79,1.0,0.94,0.74,0.72,0.42,0.38,0.15,0.0,0.0,0.47,0.05,1.0,0.01,2
0.32,0.88,0.21,1.0,0.66,0.94,0.45,0.65,0.69,0.54,1.0,0.29,0.64,0.03,0.0,0.0,3
1.0,0.89,0.41,1.0,0.0,0.77,0.59,0.71,0.84,0.87,0.57,0.57,0.3,0.29,0.07,0.0,9
0.28,1.0,0.0,0.52,0.37,0.99,0.45,0.89,0.51,0.34,0.24,0.02,0.3,0.0,1.0,0.0,1
0.54,0.73,0.78,1.0,0.9,0.67,0.67,0.31,0.29,0.03,0.0,0.08,0.49,0.1,1.0,0.0,2
0.0,0.91,0.36,1.0,0.62,0.83,0.57,0.6,0.7,0.39,1.0,0.22,0.78,0.04,0.39,0.0,3
0.28,0.95,0.39,0.84,0.67,1.0,0.42,0.9,0.81,0.62,1.0,0.27,0.56,0.03,0.0,0.0,9
0.25,0.67,0.54,1.0,0.56,0.78,0.51,0.34,0.2,0.04,0.0,0.09,0.51,0.04,1.0,0.0,1
0.02,0.85,0.28,1.0,0.53,0.81,0.31,0.54,0.0,0.35,0.35,0.35,0.67,0.17,1.0,0.0,2
0.0,0.98,0.34,1.0,0.53,0.78,0.47,0.47,0.72,0.26,1.0,0.08,0.68,0.0,0.36,0.08,3
0.53,0.81,0.99,1.0,0.97,0.65,0.61,0.32,0.22,0.0,0.0,0.2,0.36,0.39,1.0,0.48,7
0.78,0.72,0.81,1.0,0.08,0.91,0.0,0.55,0.69,0.59,1.0,0.71,0.74,0.33,0.58,0.0,9
0.08,0.44,0.0,0.66,0.5,0.89,1.0,1.0,0.83,0.75,0.61,0.5,0.56,0.25,0.61,0.0,1
0.29,0.83,0.6,1.0,0.78,0.64,0.56,0.27,0.13,0.02,0.0,0.19,0.52,0.18,1.0,0.0,2
0.0,0.78,0.35,1.0,0.74,0.86,0.42,0.55,0.57,0.31,1.0,0.08,0.58,0.0,0.08,0.08,3
0.65,0.86,0.79,1.0,0.35,0.69,0.0,0.39,0.72,0.34,1.0,0.66,0.61,0.35,0.32,0.0,4
1.0,0.8,0.73,1.0,0.68,0.62,0.69,0.22,0.27,0.0,0.0,0.29,0.45,0.5,0.93,0.63,8
0.0,0.0,0.38,0.13,0.71,0.34,0.94,0.61,1.0,0.9,0.63,1.0,0.44,0.76,0.73,0.53,9
0.48,0.74,0.88,0.95,1.0,1.0,0.78,0.75,0.66,0.49,0.64,0.23,0.32,0.0,0.0,0.01,1
0.29,0.88,0.64,1.0,0.55,0.73,0.29,0.5,0.0,0.26,0.0,0.02,0.5,0.0,1.0,0.03,2
0.0,0.81,0.15,1.0,0.2,0.76,0.19,0.52,0.24,0.28,0.71,0.21,0.88,0.23,1.0,0.0,4
0.13,0.76,0.64,1.0,0.87,0.72,0.52,0.35,0.11,0.0,0.0,0.15,0.35,0.37,1.0,0.36,7
1.0,0.8,0.73,1.0,0.68,0.62,0.69,0.22,0.27,0.0,0.0,0.29,0.45,0.5,0.93,0.63,8
1.0,0.75,0.82,1.0,0.29,0.91,0.2,0.74,0.74,0.74,0.63,0.42,0.3,0.15,0.0,0.0,9
0.29,0.71,0.65,1.0,0.63,0.82,0.42,0.39,0.24,0.0,0.0,0.07,0.5,0.09,1.0,0.08,1
0.13,0.77,0.44,1.0,0.51,0.68,0.4,0.36,0.15,0.07,0.0,0.01,0.5,0.03,1.0,0.0,2
0.51,0.85,0.83,1.0,1.0,0.9,0.81,0.66,0.73,0.4,0.73,0.16,0.39,0.02,0.0,0.0,3
0.25,1.0,0.71,0.93,0.77,0.57,0.59,0.2,0.3,0.0,0.0,0.28,0.5,0.25,1.0,0.14,7
1.0,0.75,0.82,1.0,0.29,0.91,0.2,0.74,0.74,0.74,0.63,0.42,0.3,0.15,0.0,0.0,9
0.0,0.43,0.13,0.66,0.45,0.88,0.77,1.0,0.68,0.74,0.68,0.48,0.7,0.22,1.0,0.0,1
0.29,0.73,0.56,1.0,0.68,0.71,0.45,0.38,0.11,0.12,0.0,0.08,0.5,0.06,1.0,0.0,2
1.0,0.93,0.76,1.0,0.41,0.98,0.39,0.77,0.67,0.61,0.56,0.35,0.29,0.16,0.0,0.0,5
0.64,0.86,1.0,1.0,0.47,1.0,0.71,0.71,0.96,0.66,0.96,0.19,0.45,0.0,0.0,0.19,9
1.0,1.0,0.76,0.87,0.64,0.72,0.5,0.58,0.38,0.44,0.24,0.29,0.12,0.14,0.0,0.0,1
0.47,0.9,0.75,1.0,0.75,0.72,0.55,0.45,0.26,0.21,0.0,0.0,0.49,0.05,1.0,0.04,2
1.0,0.98,0.85,0.99,0.38,1.0,0.26,0.71,0.66,0.56,0.79,0.36,0.4,0.18,0.0,0.0,5
1.0,0.85,0.48,0.79,0.18,1.0,0.57,0.99,0.64,0.62,0.69,0.26,0.43,0.0,0.0,0.19,9
0.0,0.52,0.21,0.71,0.53,0.94,0.88,1.0,0.85,0.75,0.79,0.49,0.76,0.24,1.0,0.0,1
0.12,0.83,0.5,1.0,0.85,0.67,0.63,0.23,0.16,0.0,0.0,0.18,0.52,0.18,1.0,0.01,2
1.0,1.0,0.74,0.88,0.46,0.69,0.22,0.47,0.0,0.24,0.03,0.0,0.36,0.11,0.07,0.23,6
1.0,0.85,0.48,0.79,0.18,1.0,0.57,0.99,0.64,0.62,0.69,0.26,0.43,0.0,0.0,0.19,9
0.08,0.66,0.26,1.0,0.38,0.89,0.37,0.48,0.28,0.09,0.0,0.0,0.49,0.05,1.0,0.07,1
0.61,1.0,0.96,0.98,0.83,0.49,0.46,0.14,0.0,0.0,0.06,0.29,0.54,0.27,1.0,0.08,2
0.91,0.6,0.7,1.0,0.16,0.88,0.32,0.5,0.87,0.76,1.0,0.27,0.58,0.0,0.0,0.06,9
0.13,0.59,0.0,0.63,0.42,0.82,0.9,1.0,1.0,0.8,0.8,0.54,0.59,0.27,0.45,0.0,1
0.0,0.88,0.61,0.68,1.0,0.9,0.14,1.0,0.24,0.79,0.8,0.54,0.46,0.25,0.03,0.0,9
0.0,0.73,0.07,0.84,0.63,1.0,1.0,0.98,0.88,0.73,0.8,0.49,0.74,0.24,0.77,0.0,1
0.0,0.0,0.33,0.12,0.66,0.35,0.9,0.61,1.0,0.89,0.57,1.0,0.25,0.79,0.58,0.6,9
0.18,0.26,0.43,0.0,0.77,0.05,1.0,0.43,0.88,0.86,0.55,1.0,0.21,0.88,0.0,0.52,0
0.35,0.61,0.54,1.0,0.58,0.76,0.54,0.31,0.78,0.0,1.0,0.06,0.36,0.05,0.0,0.08,1
0.98,0.86,0.69,1.0,0.34,0.75,0.76,0.68,0.9,0.5,1.0,0.16,0.53,0.02,0.0,0.0,9
0.0,0.52,0.23,0.0,0.79,0.05,1.0,0.58,0.59,0.6,0.74,0.64,0.79,1.0,0.27,0.74,0
0.07,0.56,0.33,1.0,0.46,0.97,0.39,0.43,0.05,0.11,0.0,0.07,0.49,0.02,1.0,0.0,1
0.59,0.78,0.6,1.0,0.07,0.94,0.0,0.65,0.53,0.57,1.0,0.42,0.8,0.14,0.32,0.0,9
0.31,0.88,0.03,0.84,0.77,1.0,1.0,0.96,0.69,0.72,0.37,0.49,0.14,0.24,0.0,0.0,1
0.0,0.57,0.12,1.0,0.47,0.86,0.4,0.39,0.1,0.06,0.16,0.03,0.58,0.06,1.0,0.0,2
0.95,0.9,0.7,0.95,0.0,1.0,0.0,0.66,0.69,0.59,1.0,0.27,0.53,0.0,0.16,0.13,5
0.59,0.78,0.6,1.0,0.07,0.94,0.0,0.65,0.53,0.57,1.0,0.42,0.8,0.14,0.32,0.0,9
0.31,0.88,0.03,0.84,0.77,1.0,1.0,0.96,0.69,0.72,0.37,0.49,0.14,0.24,0.0,0.0,1
0.0,0.57,0.12,1.0,0.47,0.86,0.4,0.39,0.1,0.06,0.16,0.03,0.58,0.06,1.0,0.0,2
0.48,0.91,0.63,1.0,0.32,0.78,0.0,0.56,0.51,0.46,1.0,0.48,0.78,0.24,0.65,0.0,4
0.37,0.83,0.77,1.0,0.14,0.95,0.02,0.68,0.52,0.46,1.0,0.23,0.58,0.0,0.0,0.0,5
0.02,0.74,0.05,0.95,0.7,1.0,1.0,0.89,0.66,0.67,0.31,0.45,0.0,0.22,0.02,0.0,7
0.97,0.81,0.52,1.0,0.0,0.87,0.21,0.6,0.76,0.7,1.0,0.47,0.74,0.12,0.23,0.0,9
0.0,0.54,0.24,0.68,0.71,0.89,1.0,1.0,0.69,0.76,0.43,0.5,0.19,0.26,0.05,0.0,1
0.12,0.63,0.37,1.0,0.61,0.76,0.37,0.36,0.05,0.01,0.0,0.01,0.49,0.03,1.0,0.0,2
0.63,1.0,0.45,0.97,0.0,0.78,0.0,0.61,0.49,0.44,1.0,0.47,0.63,0.24,0.37,0.0,4
0.07,0.94,0.0,1.0,0.57,1.0,1.0,0.98,0.58,0.79,0.33,0.52,0.19,0.25,0.22,0.0,7
0.96,1.0,0.14,0.91,0.42,0.75,0.45,0.96,0.0,0.67,1.0,0.82,0.54,0.43,0.18,0.0,9
0.18,0.7,0.49,1.0,0.47,0.86,0.36,0.4,0.04,0.07,0.0,0.0,0.5,0.04,1.0,0.09,1
0.11,0.65,0.07,0.91,0.53,1.0,1.0,0.98,0.72,0.75,0.44,0.5,0.19,0.25,0.0,0.0,7
0.96,1.0,0.14,0.91,0.42,0.75,0.45,0.96,0.0,0.67,1.0,0.82,0.54,0.43,0.18,0.0,9
0.18,0.7,0.49,1.0,0.47,0.86,0.36,0.4,0.04,0.07,0.0,0.0,0.5,0.04,1.0,0.09,1
0.1,0.6,0.31,1.0,0.61,0.82,0.37,0.36,0.02,0.0,0.0,0.0,0.5,0.02,1.0,0.03,2
0.21,0.98,0.0,1.0,0.54,1.0,1.0,1.0,0.6,0.81,0.32,0.57,0.21,0.29,0.19,0.0,7
0.8,0.89,0.54,1.0,0.4,0.68,0.81,0.78,1.0,0.46,0.92,0.1,0.46,0.0,0.0,0.06,9
0.07,0.56,0.33,1.0,0.46,0.97,0.39,0.43,0.05,0.11,0.0,0.07,0.49,0.02,1.0,0.0,1
0.17,0.73,0.41,1.0,0.55,0.73,0.32,0.39,0.0,0.12,0.13,0.04,0.58,0.0,1.0,0.08,2
0.8,0.89,0.54,1.0,0.4,0.68,0.81,0.78,1.0,0.46,0.92,0.1,0.46,0.0,0.0,0.06,9
0.04,0.62,0.25,0.76,0.76,0.97,1.0,1.0,0.75,0.74,0.47,0.49,0.18,0.23,0.0,0.0,1
0.21,0.68,0.39,1.0,0.49,0.76,0.27,0.43,0.0,0.12,0.03,0.0,0.53,0.02,1.0,0.13,2
0.21,0.94,0.44,0.73,1.0,1.0,0.13,1.0,0.16,0.8,0.61,0.66,0.23,0.33,0.0,0.0,9
0.35,0.61,0.54,1.0,0.58,0.76,0.54,0.31,0.78,0.0,1.0,0.06,0.36,0.05,0.0,0.08,1
0.3,0.83,0.62,1.0,0.51,0.69,0.29,0.4,0.0,0.14,0.01,0.0,0.5,0.08,1.0,0.1,2
0.0,0.62,0.52,0.63,0.78,0.98,0.23,1.0,0.32,0.7,0.99,0.77,1.0,0.39,0.94,0.0,9
0.36,0.74,0.77,1.0,0.69,0.68,0.5,0.24,0.35,0.0,0.0,0.09,0.5,0.12,1.0,0.18,1
0.04,0.61,0.18,1.0,0.58,0.88,0.43,0.43,0.05,0.13,0.0,0.17,0.48,0.0,1.0,0.01,2
0.1,0.76,0.49,1.0,0.73,0.74,0.47,0.43,1.0,0.31,0.83,0.02,0.15,0.0,0.0,0.25,3
0.0,0.62,0.52,0.63,0.78,0.98,0.23,1.0,0.32,0.7,0.99,0.77,1.0,0.39,0.94,0.0,9
0.0,1.0,0.0,0.86,0.18,0.72,0.36,0.57,0.55,0.43,0.82,0.28,1.0,0.14,0.73,0.0,1
0.42,0.75,0.7,1.0,0.75,0.66,0.51,0.29,0.14,0.0,0.0,0.06,0.49,0.13,1.0,0.15,2
0.1,0.76,0.49,1.0,0.73,0.74,0.47,0.43,1.0,0.31,0.83,0.02,0.15,0.0,0.0,0.25,3
0.98,0.86,0.69,1.0,0.34,0.75,0.76,0.68,0.9,0.5,1.0,0.16,0.53,0.02,0.0,0.0,9
0.55,0.7,0.73,1.0,0.62,0.66,0.49,0.26,0.3,0.0,0.0,0.02,0.5,0.03,1.0,0.06,1
1.0,0.83,0.97,1.0,0.46,0.94,0.46,0.67,0.83,0.42,0.99,0.11,0.51,0.0,0.0,0.03,5
0.87,0.87,0.44,1.0,0.24,0.74,0.7,0.67,1.0,0.57,0.89,0.12,0.46,0.0,0.0,0.11,9
0.0,1.0,0.0,0.86,0.18,0.72,0.36,0.57,0.55,0.43,0.82,0.28,1.0,0.14,0.73,0.0,1
0.51,0.63,0.59,1.0,0.79,0.7,0.56,0.31,0.2,0.0,0.0,0.06,0.47,0.24,1.0,0.19,2
1.0,0.83,0.97,1.0,0.46,0.94,0.46,0.67,0.83,0.42,0.99,0.11,0.51,0.0,0.0,0.03,5
0.36,0.87,0.81,1.0,0.8,0.74,0.61,0.31,0.44,0.0,0.0,0.1,0.5,0.11,1.0,0.15,1
0.06,1.0,0.0,0.93,0.0,0.67,0.18,0.43,0.65,0.46,0.92,0.5,0.83,0.24,1.0,0.0,4
0.79,0.9,0.61,1.0,0.26,0.73,0.44,0.6,0.97,0.5,1.0,0.17,0.51,0.0,0.0,0.08,5
0.99,0.74,1.0,1.0,0.45,0.9,0.44,0.65,1.0,0.66,0.92,0.35,0.57,0.08,0.0,0.0,9
1.0,1.0,0.0,0.87,0.0,0.73,0.17,0.58,0.33,0.44,0.33,0.29,0.5,0.15,0.67,0.0,1
0.16,1.0,0.0,0.83,0.0,0.65,0.18,0.5,0.5,0.41,0.82,0.34,0.99,0.18,1.0,0.0,4
0.99,0.74,1.0,1.0,0.45,0.9,0.44,0.65,1.0,0.66,0.92,0.35,0.57,0.08,0.0,0.0,9
0.13,0.59,0.0,0.63,0.42,0.82,0.9,1.0,1.0,0.8,0.8,0.54,0.59,0.27,0.45,0.0,1
0.78,0.75,0.51,1.0,0.08,0.75,0.47,0.58,0.85,0.6,1.0,0.2,0.64,0.0,0.0,0.01,9
0.34,0.79,0.69,1.0,0.6,0.75,0.41,0.26,0.13,0.0,0.0,0.08,0.5,0.07,1.0,0.05,1
0.25,0.86,0.0,0.69,0.19,0.98,0.69,0.96,1.0,1.0,0.81,0.66,0.67,0.32,0.54,0.0,7
0.78,0.75,0.51,1.0,0.08,0.75,0.47,0.58,0.85,0.6,1.0,0.2,0.64,0.0,0.0,0.01,9
0.2,0.87,1.0,1.0,0.8,0.83,0.4,0.66,0.2,0.49,0.0,0.33,0.0,0.15,1.0,0.0,1
0.54,0.78,0.77,1.0,0.64,0.6,0.36,0.27,0.0,0.02,0.12,0.04,0.56,0.02,1.0,0.0,2
0.85,0.9,0.35,1.0,0.15,0.77,0.32,0.53,0.91,0.52,1.0,0.22,0.56,0.0,0.0,0.07,5
0.25,0.86,0.0,0.69,0.19,0.98,0.69,0.96,1.0,1.0,0.81,0.66,0.67,0.32,0.54,0.0,7
0.2,0.87,1.0,1.0,0.8,0.83,0.4,0.66,0.2,0.49,0.0,0.33,0.0,0.15,1.0,0.0,1
0.38,0.67,0.5,1.0,0.73,0.67,0.41,0.26,0.0,0.02,0.09,0.12,0.54,0.01,1.0,0.0,2
0.0,0.56,0.07,0.86,0.34,1.0,0.84,0.96,1.0,0.83,0.74,0.57,0.5,0.29,0.38,0.0,7
0.42,0.68,0.0,0.73,0.01,0.95,0.44,1.0,0.82,0.87,1.0,0.59,0.91,0.29,0.74,0.0,9
0.2,0.66,0.34,1.0,0.41,0.74,0.29,0.32,0.0,0.0,0.08,0.0,0.54,0.04,1.0,0.11,1
0.0,0.56,0.07,0.86,0.34,1.0,0.84,0.96,1.0,0.83,0.74,0.57,0.5,0.29,0.38,0.0,7
0.42,0.68,0.0,0.73,0.01,0.95,0.44,1.0,0.82,0.87,1.0,0.59,0.91,0.29,0.74,0.0,9
0.76,1.0,1.0,0.94,0.88,0.77,0.76,0.61,0.6,0.46,0.4,0.3,0.2,0.14,0.0,0.0,1
0.0,0.54,0.0,0.72,0.42,0.9,0.91,1.0,1.0,0.76,0.74,0.51,0.48,0.26,0.26,0.0,1
0.0,0.54,0.0,0.72,0.42,0.9,0.91,1.0,1.0,0.76,0.74,0.51,0.48,0.26,0.26,0.0,1
1.0,1.0,0.0,0.87,0.0,0.73,0.17,0.58,0.33,0.44,0.33,0.29,0.5,0.15,0.67,0.0,1
0.19,0.55,0.62,0.76,1.0,1.0,1.0,0.98,0.75,0.73,0.62,0.49,0.38,0.24,0.0,0.0,1
